,spot,timestamp,reporter,reporter_grid,snr,frequency,tx_call,tx_grid,power,drift,distance,azimuth,band,version,code
11811013,1101023124,1520866920,M1GEO,JO02ok,-10,3.594057,G4RVH,IO84,37,0,361,127,3,,0
23437924,1112723618,1521894240,DK2SAM,JO40dc,-15,50.294486,DL2JA,JN58vk,30,-3,314,307,50,1.8.0-rc2,0
18069255,1107340973,1521382920,VK7JJ,QE38lr,-12,7.040178,JA5NVN,PM74ec,33,0,8480,170,7,1.8.0,0
29126526,1118498450,1522430880,DL2ZZ,JO31lo,-16,3.594127,DJ5LA,JO44wr,37,0,398,210,3,,0
17174357,1106443911,1521301320,EA8BFK,IL38bo,-32,7.0400789999999995,G6EXF,IO92wt,23,0,2919,208,7,,0
21409269,1110692941,1521717360,DL4XJ,JO42un,-12,14.097107000000001,G8UUG,IO91,40,0,745,76,14,1.8.0,0
12512962,1101743176,1520929320,AA7NM,CN86ox,-23,3.570095,KC5CQW,EM34tu,37,0,2864,307,3,1.9.0-rc2,0
5648858,1094824615,1520340480,SM0EPX/RX2,JO89si,1,10.140156,ON7KB,JO21ei,37,0,1214,38,10,1.6.0,0
27873320,1117226874,1522326840,SM0EPX/RX2,JO89si,-5,10.140206,DL9GCW,JN48vc,37,0,1349,19,10,1.6.0,0
29587606,1118967483,1522471080,KD6RF,EM22,-12,7.0401050000000005,ZS6GWE,KG44ee,40,0,14533,292,7,1.8.0,0
20450445,1109726528,1521620760,DL8SEL,JO31,-26,3.594001,DK8JP,JO31gk,30,0,29,81,3,1.2 Kiwi,0
11225007,1100435864,1520814600,F/PE3ES,JN28ux,-28,1.8381020000000001,ON7DY,JO20ow,23,0,221,170,1,,0
12968064,1102200681,1520963160,K9AN,EN50wc,-22,14.097073000000002,WA6M,CM88in,37,0,3010,76,14,,0
15200043,1104451401,1521131400,KN4KFX,EM92qk,-21,14.097139000000002,W7YSB,DM42pg,33,1,2816,81,14,1.2 Kiwi,0
19512864,1108787176,1521510600,DL4RAJ,JN68kj,-9,0.475767,IK1HSS,JN35tb,23,0,545,45,0,1.9.0-rc2,0
28791254,1118159731,1522405200,KPH,CM88mc,-26,0.47574700000000003,KE7A,EM12kx,37,-1,2397,291,0,1.7.0,0
23742252,1113023931,1521915240,DL8YCA,JO31pl,-25,7.040083999999999,G0UVX,IO92,20,0,581,98,7,1.8.0,0
24250077,1113534776,1521962640,OZ1IDG,JO65bg,-24,7.040153999999999,SQ8PDP,KO10,23,0,900,310,7,1.8.0,0
15830934,1105090742,1521189120,N2HQI,FN13sa,-18,1.8381459999999998,W3PM,EM64or,30,0,1283,41,1,1.7.0,0
23941078,1113221021,1521927120,KB1VC,FM19ng,-28,14.097062,M1SPY,IO94,23,0,5704,286,14,1.8.0,0
17210091,1106478969,1521304200,DL1GCD/1,JN48ar,-2,5.288762,G4ZFQ,IO90ir,30,0,706,105,5,,0
5794366,1094969540,1520351040,DK8FT/A,JN58oe,-13,7.040036,IZ4LXP,JN54lg,30,-2,436,2,7,,0
17714893,1106985751,1521359160,W3SZ,FN20ag,-25,0.47571199999999997,WA4SZE,EM65,23,0,1108,58,0,1.9.0-rc2,0
12546233,1101775301,1520931960,KG6BXW,CM97sh,-6,7.040122,KD6RF,EM22la,37,0,2390,291,7,1.8.0,0
13601860,1102843182,1521013080,N8VIM,FN42fq,11,7.040033,WA5TLY,EL49,37,1,2276,45,7,1.9.0-rc2,0
26034924,1115363617,1522135560,DK8JP/1,JO31gk,38,3.594025,DK8JP,JO31gk,30,0,0,0,3,,0
23581324,1112864348,1521904200,DL1GCD/2,JN48ar,3,14.097154999999999,UR5FFC,KN56il,37,-1,1711,287,14,,0
19986636,1109262741,1521563640,LA9JO,JP99gb,-14,14.097121,G4PEY,IO91tb,23,-1,2238,20,14,2.0_r1714,0
21834845,1111117083,1521749040,KN8DMK,EM89oo,-27,7.040106,N2JFD,FN30,23,0,835,266,7,1.8.0,0
3756453,1092917810,1520174760,DL4EAI,JO31je,-26,7.040114999999999,M0VGA,IO93fx,23,0,642,116,7,1.8.0,0
10288424,1099494195,1520729520,KD6RF,EM22,-8,7.040089,KB2SVD,FN20nh,37,0,1998,251,7,1.8.0,0
25882761,1115211383,1522115040,K4IZN/S,EM62tp,-15,0.47574399999999994,N1DAY,EM85sg,37,0,464,232,0,1.8.0,0
14863472,1104115530,1521109800,K1UTI,EL86wx,-17,0.475709,K5DNL,EM15lj,37,0,1697,119,0,1.9.0-rc2,0
6567185,1095749675,1520417040,SV8RV,KM07js,-6,14.097102,DL6NL,JO50cb,17,0,1605,144,14,1.9.0-rc2,0
19927103,1109202852,1521558960,VA7TZ,DN09,-30,10.140096,KB4JHU,EM65,23,0,3018,311,10,1.8.0,0
24423901,1113707940,1521977760,WA9EIC,EN60ed,4,7.040089,WN2FMM,EL98hi,37,0,1430,338,7,1.9.0-rc2,0
22878070,1112158002,1521836880,VA3ROM,EN58,-27,10.140152,N3SZ,EM84uv,33,0,1609,342,10,1.7.0-rc3,0
23353270,1112639818,1521887400,G2HFR,JO02ak,-19,7.04007,DJ0ABR,JN68nt,37,0,1005,299,7,,0
1177958,1090332677,1519966560,DL3NCS,JN59,-21,7.0401679999999995,DH5RAE,JN68qv,33,0,187,291,7,1.8.0,0
21505812,1110787264,1521723600,LA3JJ,JO59bh,-23,14.097173000000002,SV8LMM,KM18tk,27,0,2511,342,14,1.9.0-rc3,0
11402136,1100612669,1520835000,LA3FY,JO59ff,-19,3.594129,MW0KST,IO81jl,27,0,1216,40,3,,0
28699193,1118068703,1522397160,M0TAZ,JO01cn,-23,7.0401039999999995,G0NJS,IO91vs,37,0,37,129,7,1.8.0,0
24050107,1113335351,1521936840,AE7YQ,DM41kx,-17,7.040013,NN4EE,EM83gv,33,0,2583,273,7,1.8.0,0
5924113,1095099354,1520361000,K9AN,EN50wc,-26,14.097132,M0KZX,IO93,23,0,6367,295,14,,0
11584930,1100795283,1520849520,DK8FT,JN58oe,-10,7.040163000000001,G8EPA,IO91vt,27,0,909,112,7,,0
25001823,1114294868,1522021920,PA0EHG,JO22hb,-24,7.040119,PA0ANH,JO22lh,27,-1,36,219,7,,0
6299334,1095482050,1520394000,PA3GSB,JO22xe,-16,3.594101,PA0PPW,JO21dw,30,0,117,76,3,,0
28199624,1117564931,1522351920,K7KRR,CN87,-26,14.097112,KD6RF,EM22la,37,-1,2921,314,14,1.7.0,0
2144540,1091299474,1520043120,OZ7IT,JO65df,-9,3.570096,DL6MHT,JN57vq,37,0,839,2,3,1.8.0,0
17301950,1106571303,1521311880,DG6RCH,JN68hp,-23,7.04012,G0CWT,IO82uj,23,0,1131,106,7,1.9.0-rc2,0
16053015,1105311564,1521206760,KB3EDF,FM18rh,-13,14.097110999999998,WA9TDD,EL86uw,37,0,1374,22,14,1.8.0,0
17053153,1106322445,1521292200,DK0DLR/2,JO43kc,-26,10.140179,SM5DAJ,JO89vo,33,0,906,221,10,,0
17423016,1106692680,1521324600,WA9WTK,FN42fk,-21,14.097064999999999,AE5NW,EM35sc,20,0,1981,59,14,1.9.0-rc2,0
17318380,1106588711,1521313320,PI4THT,JO32kf,-22,14.097113,DH2VH,JO31hu,30,0,45,22,14,0.6,0
11197581,1100402300,1520811360,K9AN,EN50wc,-15,7.040039,KC9NBV,EM69oe,30,0,153,312,7,,0
26949396,1116294995,1522232400,K9YWO,EL96ck,-24,1.8380619999999999,WA9WTK,FN42fk,37,0,2009,211,1,1.8.0,0
7790192,1096986487,1520516400,G2HFR,JO02ak,-26,7.040141,DF1GD,JN38vl,20,0,703,312,7,,0
8807928,1098003837,1520597400,VE3RPH,FN03hq,-18,7.04011,VE0EXP,FN74uj,23,0,1206,272,7,1.7.1-deve,0
23457786,1112742750,1521895560,WD8QLY,EN82,-4,10.140222,K5XL,EM12kp,33,0,1650,44,10,0.8_r3058,0
802017,1089945059,1519932480,LA3FY,JO59ff,-19,7.0401110000000005,HB9MTN,JN47hl,23,0,1312,5,7,,0
9191342,1098390014,1520623200,EA5ISK,IM99tl,-16,7.040039,G4CAO,IO91si,30,0,1320,180,7,1.8.0,0
4602523,1093777780,1520250960,F/PE3ES,JN28ux,-2,7.040067999999999,DJ0ABR,JN68nt,37,0,542,275,7,,0
333553,1089476332,1519894560,DK7FD,JO41qi,-19,10.140193,GM0PKF,IO87xi,27,0,994,127,10,1.8.0-rc1,0
23996510,1113276317,1521932040,DL2ZZ,JO31lo,-28,0.475797,IW4DXW,JN64bw,27,0,834,335,0,,0
2837351,1091990774,1520098440,R9SA,LO71mr,-19,10.140183,DK3DUA,JO61tc,23,1,2834,72,10,1.8.0,0
12861657,1102092069,1520956200,G0LUJ,IO83ls,-10,7.040178,DH5RAE,JN68qv,33,0,1259,302,7,,0
21424185,1110707715,1521718320,ON7KB,JO21ei,-21,7.040121000000001,G8LIK,IO93cn,23,0,484,118,7,1.9.0-rc3,0
25727980,1115044454,1522097760,OZ7IT,JO65df,0,3.570035,F5LG,JN19ib,37,0,946,40,3,1.8.0,0
4587369,1093762311,1520249400,W4DJW,EM84ux,-24,1.8380990000000001,K7POF,DM34sr,33,0,2742,81,1,1.8.0-rc2,0
14690693,1103941881,1521097440,DL1KAI,JO42vj,-18,3.594103,G0MJW,IO91io,23,-1,763,79,3,1.8.0,0
6271820,1095453970,1520391120,N8AUM,EM70em,-15,7.040136,M0MVA,IO81,30,1,6915,285,7,1.8.0-rc2,0
5611470,1094788388,1520337960,DL0HT,JO43jb,-22,14.097216,WA1DLZ,FN54bp,27,-2,5535,51,14,,0
4548206,1093722947,1520245920,PA0MBO,JO32ke,-26,7.040073,DL2MST,JN58,23,0,504,326,7,,0
13740556,1102983326,1521022800,LA3FY,JO59ff,-29,7.040094,G8LIK,IO93cn,23,0,980,45,7,,0
2583479,1091738004,1520079960,DF4WV,JO30pm,-24,7.040127,G3WUN,IO91ms,23,0,592,100,7,1.9.0-rc2,0
6516871,1095699077,1520413440,SA6BSS/RX,JO68sc,-18,14.097094,IZ3XDX,JN55vj,20,0,1418,4,14,1.9.0-rc2,0
13821339,1103063525,1521028800,K4IZN,EM62tp,-24,7.040061,N9JNQ,EN34,23,0,1437,154,7,1.8.0,0
15956618,1105216972,1521199320,VK3WE,QF32se,-26,10.140168,KV0S,EM38tv,37,0,14887,252,10,18.1.0,0
13434559,1102678043,1520999160,DL9GCW,JN48vc,-21,7.040131,N4AU,EM62vp,37,0,7779,45,7,,0
2815169,1091967979,1520096880,IZ4LXP,JN54lg,2,7.040128,ON7KB,JO21ei,37,0,928,146,7,1.8.0,0
23538891,1112823215,1521901200,NN4EE,EM83gv,-24,7.040118,KC9LIF,EN52ve,23,1,1011,154,7,1.8.0,0
24516335,1113802044,1521984720,DK8FT/B,JN58oe,-10,7.040058999999999,G3WDX,IO91tq,40,1,914,111,7,,0
86633,1089209345,1519870440,WA4KFZ,FM18gv,-17,7.040094,N5GG,EM13la,27,0,1875,64,7,2.0_r1714,0
10877486,1100080969,1520786040,DL1GCD/2,JN48ar,-2,7.040125,G0NJS,IO91vs,37,0,677,117,7,,0
24873494,1114167130,1522009440,OZ7IT,JO65df,-20,7.040077,MW0VPS,IO81,23,0,1097,62,7,1.8.0,0
8155641,1097350848,1520542920,G2HFR,JO02ak,-12,7.040097,DL1FX,JN49gr,23,0,665,300,7,,0
9994609,1099198445,1520698800,G3WUN,IO91,-18,10.140179,IQ6KX,JN63so,20,0,1397,314,10,1.7.0,0
6558499,1095740642,1520416320,K3RWR,FM18qi,-28,10.140157,N5CEY,EL16gc,30,-1,2377,50,10,1.9.0-rc2,0
10600533,1099804970,1520764320,HB9EOF,JN36er,-8,10.140144,DL9UPJ,JO53,27,0,818,205,10,2.0_r1714,0
7460935,1096657283,1520489040,DK8FT/A,JN58oe,-24,5.288702,G4FKK,IO91,20,0,950,108,5,,0
12237830,1101467356,1520901600,K9AN,EN50wc,-19,0.137459,WA9CGZ,EN61ch,30,0,137,192,-1,1.9.0-rc2,0
4158209,1093320496,1520205840,SWLK0,EM38fw,-20,14.09709,K7POF,DM34sr,33,0,1744,69,14,2.12_r3617,0
12290326,1101521423,1520907480,DL0HT,JO43jb,-21,7.040133999999999,EA4URA,IN80ci,20,0,1703,30,7,,0
7142123,1096324797,1520457840,DK6UG,JN49cm,-20,7.040075,DM3FML,JO60ux,37,0,423,250,7,1.9.0-rc1,0
15095322,1104348154,1521124680,IS0KYB,JM49jn,-15,10.140235,IZ4LXP,JN54lg,37,0,553,200,10,1.2 Kiwi,0
13477983,1102722402,1521003600,N1HO,EL96xh,-27,0.475749,AE2EA,FN12fr,33,0,1840,188,0,1.9.0-rc2,0
22962425,1112242121,1521844560,VK5EI,PF95gd,-3,14.09706,VK4PK,QG62qi,20,0,1619,237,14,2.12_r3617,0
8372912,1097569906,1520560920,PI4THT,JO32kf,-7,0.475688,IK0VVE,JN61km,17,0,1274,341,0,0.6,0
29357836,1118729277,1522446480,G4CPD,IO94hc,-5,7.040067999999999,DG6RCH,JN68hp,30,1,1143,307,7,1.8.0,0
10848334,1100051353,1520783880,G4HZX,IO91xk,-17,7.040050999999999,IK1WVQ,JN44cb,27,0,1025,326,7,1.8.0,0
6217426,1095400261,1520385360,PA0EHG,JO22hb,-8,7.040107000000001,9Z4FV,FK90gk,43,0,7469,38,7,,0
5297576,1094477695,1520314200,N4TVC,FM18is,-25,10.140203999999999,K7POF,DM34sr,33,0,3146,71,10,,0
24797345,1114091700,1522004520,G4MSA,IO90au,-19,10.140196000000001,IQ6KX,JN63so,20,0,1417,310,10,,0
2147526,1091302734,1520043480,PD3HF,JO21wa,-26,7.040171000000001,DH5RAE,JN68qv,33,0,586,297,7,18.1.0,0
19236064,1108509348,1521482280,VK3FFB,QF22pe,-15,14.097113,VK3HPC,QF22,37,-1,44,138,14,1.8.0-rc1,0
25691807,1115008291,1522095120,LX1DQ,JN39cq,11,7.040036,GM8FXD,IO77sh,37,0,1100,136,7,1.2 Kiwi,0
6634269,1095816719,1520421600,DH5RAE,JN68qv,-13,7.040058999999999,DM2PE,JO44,30,1,691,152,7,,0
23976031,1113255546,1521930240,M1GEO,JO02ok,-23,3.594058,PA3GHJ,JO22gb,23,0,231,282,3,,0
30245451,1119622911,1522522920,ON7KB,JO21ei,-30,10.14021,OH8GKP,KP24rt,37,0,1924,229,10,1.9.0-rc3,0
5032030,1094204272,1520288400,ON5KQ,JO10os,-15,0.47576599999999997,DK6NI,JN59ln,20,0,568,287,0,1.8.0,0
13892407,1103134254,1521034080,G0EZY,IO93ln,-14,5.288702,G4FKK,IO91wi,20,0,253,346,5,1.9.0-rc2,0
18187872,1107459311,1521390840,PA8JDG,JO23we,-13,7.040108999999999,9A5PH,JN73tt,37,0,1264,329,7,1.8.0,0
7363357,1096551643,1520478000,N2HQI,FN13sa,-15,1.8380290000000001,K4IZN,EM62tp,37,0,1443,34,1,1.7.0,0
14924056,1104175886,1521113880,DL3YAV,JO42gb,-13,7.040033,IZ4LXP,JN54lg,30,-1,885,349,7,1.8.0,0
3076865,1092229148,1520119800,OZ7IT,JO65df,-2,1.83807,DF1QQ,JO32sd,37,0,464,40,1,1.8.0-rc3,0
3032944,1092184008,1520115360,EA5AU,IM99tl,-11,7.040153999999999,OZ7IT,JO65df,37,0,1987,213,7,1.8.0,0
5496214,1094673868,1520329320,DF5FH,JO42um,-14,5.288673,G4DJB,IO91ph,27,0,726,75,5,,0
6215399,1095398076,1520385120,KC4RSN,EM72hp,-18,7.040112,AC7GZ,DM43,23,0,2388,85,7,1.9.0-rc2,0
11569248,1100779984,1520848320,G3YJZ,IO91xp,-16,7.040064999999999,DJ2AG,JN48pw,37,0,728,298,7,1.8.0-rc1,0
7557066,1096754048,1520496960,DL0HT,JO43jb,-26,7.040062,EA5CYA,IM99,23,0,1685,23,7,,0
24601766,1113891476,1521990720,K5CZD,EM32vn,-19,14.097133,K7CKW,DM42nh,33,0,1750,84,14,1.8.0,0
6307786,1095490735,1520394960,KF9KV,EN52et,-13,7.040114999999999,AC7GZ,DM43,23,-2,2132,55,7,0.8_r3058,0
24230006,1113514659,1521960720,G4MSA,IO90au,-27,3.594155,PA0KN,JO21,23,0,487,265,3,,0
17355555,1106624131,1521316800,DL5RBD,JN69kb,-20,7.0400339999999995,RV3DBW,LO16xh,23,0,2221,262,7,,0
9359492,1098556778,1520635080,EA5CV,IM98ol,-30,0.47577299999999995,IK1HSS,JN35tb,13,0,1010,227,0,1.9.0-rc2,0
10312867,1099518171,1520732160,G4FKI,IO92sa,-5,3.5700269999999996,DL8FCL,JN49jx,33,0,685,293,3,1.8.0,0
27021240,1116367996,1522239600,ON7KB,JO21ei,-14,10.1402,EA6FG,JM19hp,27,1,1309,5,10,1.9.0-rc3,0
27888500,1117241849,1522328040,VE3SUN,FN03jd,-27,7.040136,WA4KFZ,FM18gv,37,0,495,343,7,1.2 Kiwi,0
26543636,1115875953,1522183200,OZ7IT,JO65df,-24,1.8380619999999999,G4KWL,IO81,23,0,1097,62,1,1.8.0-rc3,0
8104988,1097300003,1520539560,PI4THT,JO32kf,-23,7.040153999999999,OH8GKP,KP24rt,23,0,1753,226,7,0.6,0
4425156,1093598801,1520235120,WA8KNE,EM90gg,9,7.04012,KD6RF,EM22le,37,0,1308,96,7,1.9.0-rc2,0
12372499,1101602286,1520916480,W0AY,DN26xo,3,1.8381009999999998,KG7ERY,CN97aj,37,0,607,95,1,,0
19944485,1109220334,1521560280,KC4RSN,EM72hp,-28,14.09711,VE2GK,FN25,23,0,1680,215,14,1.9.0-rc2,0
9593614,1098797491,1520654760,AI4RY,EM72go,-16,7.040039,DL5RBD,JN69kb,37,0,7885,298,7,1.9.0-rc2,0
30334752,1119715208,1522529160,N2HQI,FN13sa,-25,10.140178,VE0EXP,FN74uj,23,-3,989,265,10,,0
12935775,1102166603,1520961000,KG5LBS,EM10bf,-11,14.097164000000001,WB4CSD,FM08pp,27,-2,1986,248,14,1.8.0,0
3101076,1092259285,1520122440,EA2HB,IN93ah,-16,0.47573000000000004,LA8AV,JO59cs,27,0,2007,210,0,2.0_r1714,0
22035293,1111316502,1521767400,W0ZQ,EN34it,-10,10.140189,W5XNO,EL49vx,37,0,1671,352,10,1.8.0-rc2,0
10963219,1100167250,1520792400,LA3FY,JO59ff,-19,10.140137,DM3FML,JO60ux,37,0,940,349,10,,0
25850375,1115177724,1522111560,N2BJW/LP,FN34im,-20,0.475699,VE9GJ,FN77ha,33,2,674,249,0,1.9.0-rc2,0
21381063,1110664900,1521715200,VA3EEM,FN25dh,-12,7.040006,KB4RG,EM02dk,37,0,2507,48,7,1.8.0,0
13769195,1103011805,1521024960,OZ7IT,JO65df,-21,14.097154999999999,IK0PCJ,JN63cl,33,-4,1307,0,14,1.8.0,0
22234515,1111516458,1521791520,DK6UG,JN49cm,-8,7.04016,M0KPU,JO01,23,0,557,110,7,1.9.0-rc3,0
13682482,1102924043,1521018480,DF5FH,JO42um,-14,7.0401,LA4YGA,JO48be,33,0,638,170,7,,0
25252141,1114558483,1522055640,W9XT,EN53,-22,0.47578400000000004,KC4SIT,EM85tg,37,0,1077,330,0,1.8.0-rc2,0
24611409,1113901756,1521991440,IZ3LCH,JN55wg,-26,14.097149,IK3NLK,JN55wk,20,0,19,180,14,1.2 Kiwi,0
24969298,1114263402,1522018200,N5CEY,EL16gc,-13,14.097005,AI8W,EN82jg,37,0,2218,220,14,2.0_r1714,0
25276083,1114586097,1522058040,LB8FH,JP50og,-26,7.0400979999999995,EW1ADF,KO33uw,40,0,1215,312,7,1.9.0-rc3,0
8711252,1097906152,1520589600,DL5XL,JO43gi,-16,7.040116,G8LIK,IO93cn,23,0,684,88,7,,0
17027057,1106297237,1521290520,F4GMT,IN93hk,-19,7.040139,G4CPD,IO94hc,37,0,1186,180,7,1.9.0-rc2,0
22646094,1111927978,1521821760,PI9ESA,JO22ff,-24,10.140267,IK3NLK,JN55wk,20,0,929,327,10,,0
4558236,1093733809,1520246760,VE3CIQ,FN15wd,-20,0.475707,K2BLA,EL99hb,23,0,1847,13,0,1.8.0,0
1180749,1090335199,1519966800,N5CEY,EL16gc,-9,14.097085,KD6RF,EM22le,37,0,716,200,14,2.0_r1714,0
23586556,1112871749,1521904680,PH2M,JO22hc,-21,3.5941199999999998,G0FTD,JO01,30,0,262,73,3,,0
1545530,1090700183,1519997040,DK8JP/1,JO31gk,-29,5.3661129999999995,DL/G6GLG,JN49jk,37,0,274,325,5,,0
11028360,1100231538,1520796720,GW2HFR,IO83lb,-16,3.594099,M0GYY,IO81,23,0,176,0,3,,0
3916812,1093078234,1520185200,K3RWR,FM18qi,7,7.04016,N8VIM,FN42fq,37,-3,645,223,7,1.9.0-rc2,0
9292221,1098489614,1520629920,R2DDX/3,KO95,-13,7.040074000000001,DL3YAV,JO42gb,33,0,2018,67,7,1.8.0,0
16698780,1105969102,1521262560,DL2ZZ,JO31lo,-14,7.040103,G0NJS,IO91vs,37,0,494,89,7,,0
14049597,1103292126,1521045000,PA3FYM2,JO22nf,-15,10.140151,EA3FLN,JN11nu,23,0,1163,7,10,1.6.0,0
802879,1089946867,1519932600,G4VVT,IO83vn,-25,7.040075,DC9MW,JN58tc,30,0,1143,307,7,1.6.0,0
7678124,1096874392,1520506680,K0KE,DM79pm,-11,0.47578100000000006,KE7A,EM12kx,30,0,995,319,0,1.8.0-rc2,0
9601203,1098804805,1520655480,K2JY,EM40xa,-6,7.0401039999999995,K0DSP,EN10ow,30,-2,1358,151,7,1.8.0,0
15134193,1104385514,1521127200,M0GBZ,IO91vv,-20,10.140148,R1ZA,KP67qn,23,0,2508,243,10,1.8.0-rc1,0
13146204,1102378820,1520976000,PA0MBO,JO32ke,-14,1.838157,G3ZJG,IO92hq,37,0,562,92,1,,0
10970577,1100174268,1520792880,OE3XOE,JN87,-24,14.097605999999999,FR5ZX,LG78pu,37,-1,8538,334,14,1.8.0,0
1843585,1090999233,1520017320,PD1V,JO21pi,-19,7.040069,F1VMV,JN24kh,30,0,784,2,7,1.8.0,0
13382513,1102625164,1520994240,M0VGA,IO93fx,-25,7.040178,R4HAC,LO53be,40,0,3335,293,7,1.8.0,0
23718670,1112999373,1521913920,PA0JEN,JO21io,-22,3.5942,PA0KN,JO21,23,0,22,309,3,1.7.0,0
5850740,1095025136,1520354880,KT0N,DN70lm,-17,14.097101,VE7PGB,CO83pw,37,0,1990,131,14,1.8.0,0
24507477,1113792689,1521984120,G4HZX,IO91xk,-20,7.040119,G0NJS,IO91vs,37,0,39,163,7,1.9.0-rc2,0
12555106,1101784516,1520932680,SM0EPX/RX2,JO89si,2,10.140263000000001,IZ4LXP,JN54lg,37,0,1735,13,10,1.6.0,0
4010835,1093172450,1520192520,G6FOV,IO70wm,-10,10.140178,IQ6KX,JN63so,20,0,1538,306,10,1.8.0,0
26861431,1116208258,1522222680,DL1GCD/1,JN48ar,-18,3.5941059999999996,G0NJS,IO91vs,37,0,677,117,3,,0
25443055,1114752722,1522075080,DL/PA0EHG,JO32sq,0,7.040103,F1VMV,JN24kh,30,0,952,11,7,,0
7085030,1096268647,1520453520,G2HFR,JO02ak,5,7.040139999999999,DH5RAE,JN68qv,33,0,1017,298,7,,0
3395980,1092553567,1520150040,EU2AAH,KO33,-19,7.04011,SA7DLC/M,JO76vo,30,0,791,111,7,17.9.0,0
23643709,1112926271,1521908880,PA0MBO,JO32ke,-22,7.0401,MW0VPS,IO81,23,0,685,80,7,,0
28539012,1117909106,1522380240,IW2GOB,JN45rh,-10,0.47561800000000004,F6GEX,IN97na,27,0,817,100,0,1.8.0-rc3,0
5792109,1094969139,1520350920,G0LUJ,IO83qv,-15,7.040197,DL5SMB,JN48jk,37,0,999,312,7,,0
10314213,1099519901,1520732280,K7FET,CN85mm,-18,10.140201,K2DAK,DM33vq,37,0,1603,328,10,1.9.0-rc2,0
7401168,1096589824,1520482320,DF4PV/BEV3,JN49aw,-13,1.838168,DG7RJ,JN58th,37,0,317,306,1,2.0_r1714,0
16686420,1105955808,1521261600,W4HOD,EM72eo,-6,7.040102,K0ZYV,EN44da,23,0,1375,155,7,1.8.0,0
2378081,1091528809,1520065200,PI4THT,JO32kf,-18,7.040032000000001,DK2CH,JO52gd,37,-1,250,274,7,0.6,0
1519406,1090673464,1519995120,IZ4LXP,JN54lg,-12,7.040128,DL0STO,JO61,23,-3,815,191,7,1.8.0,0
13550621,1102793537,1521009840,AI4RY,EM72go,-22,7.040017,NN4EE,EM83gv,33,0,235,233,7,1.9.0-rc2,0
19016547,1108290516,1521465840,DL2ZZ,JO31lo,-25,7.040082000000001,HB9TJM,JN36eq,37,0,548,4,7,,0
10684387,1099887191,1520770800,G4WLC,IO81rs,-13,10.140269,OK2UGG,JN89do,23,0,1345,288,10,1.8.0,0
10321265,1099525809,1520733000,VE3CIQ,FN15wd,2,0.475652,WA4SZE,EM65,23,0,1416,37,0,1.9.0-rc2,0
359098,1089501785,1519896480,AC0G,EM38ww,-27,7.040003,VK6CQ,OF78wa,37,0,17376,65,7,1.8.0,0
15786353,1105046757,1521185040,LA5CTA,JO49tq,-5,7.040151,M0SJD,IO82ws,30,0,1055,39,7,1.8.0,0
18621456,1107894439,1521424560,AL7Q,BP40fc,-19,10.140222,AA7FV,DM42pg,30,0,4290,328,10,2.12_r3617,0
6830827,1096013484,1520436120,DK6UG,JN49cm,0,5.366212,DJ5AM,JO61wb,23,1,437,249,5,,0
2589245,1091744250,1520080320,WB1AIJ,FN31qs,-25,7.040086,KI6M,DM03xt,40,0,4039,64,7,1.8.0,0
12635803,1101866423,1520939160,IZ4LXP,JN54lg,-23,7.040183,DL2XL/P,JN39vd,23,0,593,155,7,1.8.0,0
1575356,1090729477,1519999200,W0ZQ,EN34it,-3,10.140172,KN8DMK,EM89oo,33,-1,1040,307,10,1.8.0-rc2,0
29635854,1119017107,1522475880,DF5FH,JO42um,-23,7.040133,EA4URA,IN80ci,20,0,1697,33,7,,0
10705106,1099908557,1520772480,N8VIM,FN42fq,-1,7.04012,KK4MBI,FM18kv,33,-2,631,46,7,1.9.0-rc2,0
13009853,1102241617,1520966160,DK8FT/B,JN58oe,-13,7.0401039999999995,OH6MQM,KP12iq,23,0,1762,209,7,,0
28100636,1117465454,1522345200,KD6RF,EM22,-23,14.097013,KD2EPA,FN20xh,20,0,2065,252,14,1.8.0,0
4837513,1094011043,1520271480,GM4SFW,IO77sn,-16,7.040082000000001,DL6NL,JO50cb,27,0,1269,317,7,,0
25064611,1114370980,1522030320,K5XL,EM12kp,-18,14.09705,KR6ZY,CM95rc,23,0,2174,91,14,1.9.0-rc2,0
9837857,1099041043,1520681280,K6SRO,CM88ql,-17,0.475789,K1YQP,CM98op,27,0,160,264,0,2.0_r1714,0
27443372,1116788884,1522277400,K7GXB,DM34sn,-20,14.097098999999998,KV4PD,EM75xx,23,-1,2575,275,14,1.8.0,0
25668029,1114982502,1522093440,IZ4LXP,JN54lg,-24,7.040153999999999,PE1RFF,JO21,27,-2,917,149,7,1.8.0,0
18231372,1107502086,1521393480,DL2XL,JO31ce,-14,7.040114999999999,IZ3EAW,JN55xk,33,0,767,328,7,,0
10578879,1099782759,1520762520,DK0DLR/2,JO43kc,-30,3.594175,PA7MDJ,JO21is,23,0,319,61,3,,0
5309776,1094489572,1520315400,DF4UE,JN48rr,1,3.5941019999999995,PA0PPW,JO21dw,30,0,511,132,3,,0
20857067,1110140541,1521659520,DG9BJA,JO42bn,-21,3.5941110000000003,ON7DY,JO20ow,23,0,270,47,3,,0
17702979,1106975049,1521358320,VE7BDQ,CN89la,0,0.475655,KR6LA,CN90ao,33,0,940,355,0,4.0 r4171,0
22975570,1112256538,1521845760,G8TTI,IO81wm,-28,0.47571199999999997,G8GPO,IO92xa,23,0,154,250,0,0.8_r3058,0
